,doc_id,item,category,amount,price,discount
26,CH-7_1-2025-04-24-000014,"Водка FINLANDIA 40%, 0.7л",Алкоголь,4,1449.99,0.03
27,CH-7_1-2025-04-24-000014,"Перец микс, 2шт",Овощи и фрукты,4,151.99,0.03
28,CH-7_1-2025-04-24-000014,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,2,331.99,0.0
29,CH-7_1-2025-04-24-000014,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,2,1499.99,0.0
30,CH-7_1-2025-04-24-000015,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,3,4499.9,0.03
31,CH-7_1-2025-04-24-000015,"Масло сливочное СЕЛО ЗЕЛЕНОЕ 82.5%, без змж, 175г",Молочные продукты,4,292.99,0.03
32,CH-7_1-2025-04-24-000016,"Томаты черри ВАУ круглые красные, 200г",Овощи и фрукты,3,252.99,0.03
33,CH-7_1-2025-04-24-000017,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,5,298.99,0.05
34,CH-7_1-2025-04-24-000018,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,5,331.99,0.05
35,CH-7_1-2025-04-24-000019,"Биопродукт кефирный БИОБАЛАНС 1%, без змж, 930г",Молочные продукты,3,122.99,0.03
36,CH-7_1-2025-04-24-000019,Виски JACK DANIEL'S Tennessee Whiskey 1л,Алкоголь,4,2899.99,0.03
37,CH-7_1-2025-04-24-000019,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,4,50.99,0.03
38,CH-7_1-2025-04-24-000020,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,2,331.99,0.0
39,CH-7_1-2025-04-24-000020,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,1,999.99,0.0
40,CH-7_1-2025-04-24-000021,"Водка FINLANDIA 40%, 0.7л",Алкоголь,1,1449.99,0.0
41,CH-7_1-2025-04-24-000021,"Томаты черри ВАУ круглые красные, 200г",Овощи и фрукты,2,252.99,0.0
42,CH-7_1-2025-04-24-000021,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,4,124.99,0.03
43,CH-7_1-2025-04-24-000021,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,5,97.99,0.05
44,CH-7_1-2025-04-24-000022,"Хлебец АРНАУТ Ленинградский, 280г",Хлеб и выпечка,2,108.99,0.0
45,CH-7_1-2025-04-24-000023,"Колбаса вареная ДЫМОВ Докторская ГОСТ, 500г",Колбаса и сосиски,1,335.99,0.0
46,CH-7_1-2025-04-24-000023,"Томаты черри ВАУ круглые красные, 200г",Овощи и фрукты,3,252.99,0.03
47,CH-7_1-2025-04-24-000023,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,1,4499.9,0.0
48,CH-7_1-2025-04-24-000024,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,3,4499.9,0.03
49,CH-7_1-2025-04-24-000025,"Сыр твердый ВЕЛИКИЕ ЛУКИ Parmesan 40%, 3 месяца, без змж, 180г",Сыры,1,271.99,0.0
50,CH-7_1-2025-04-24-000025,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,4,97.99,0.03
51,CH-7_1-2025-04-24-000025,"Масло сливочное СЕЛО ЗЕЛЕНОЕ 82.5%, без змж, 175г",Молочные продукты,5,292.99,0.05
52,CH-7_1-2025-04-24-000026,"Сыр твердый ВЕЛИКИЕ ЛУКИ Parmesan 40%, 3 месяца, без змж, 180г",Сыры,5,271.99,0.05
53,CH-7_1-2025-04-24-000026,"Томаты черри ВАУ круглые красные, 200г",Овощи и фрукты,4,252.99,0.03
54,CH-7_1-2025-04-24-000027,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,1,50.99,0.0
55,CH-7_1-2025-04-24-000028,"Масло сливочное СЕЛО ЗЕЛЕНОЕ 82.5%, без змж, 175г",Молочные продукты,2,292.99,0.0
56,CH-7_1-2025-04-24-000029,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,4,1499.99,0.03
57,CH-7_1-2025-04-24-000030,"Масло сливочное СЕЛО ЗЕЛЕНОЕ 82.5%, без змж, 175г",Молочные продукты,5,292.99,0.05
58,CH-7_1-2025-04-24-000030,"Колбаса вареная ДЫМОВ Докторская ГОСТ, 500г",Колбаса и сосиски,2,335.99,0.0
59,CH-7_1-2025-04-24-000030,"Масло сливочное СЕЛО ЗЕЛЕНОЕ 82.5%, без змж, 175г",Молочные продукты,4,292.99,0.03
60,CH-7_1-2025-04-24-000031,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,2,97.99,0.0
61,CH-7_1-2025-04-24-000031,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,1,999.99,0.0
62,CH-7_1-2025-04-24-000032,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,1,97.99,0.0
63,CH-7_1-2025-04-24-000033,"Сыр УМАЛАТ Сулугуни 45%, без змж, 280г",Сыры,2,339.99,0.0
64,CH-7_1-2025-04-24-000034,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,2,1499.99,0.0
65,CH-7_1-2025-04-24-000035,"Масло сливочное СЕЛО ЗЕЛЕНОЕ 82.5%, без змж, 175г",Молочные продукты,3,292.99,0.03
66,CH-7_1-2025-04-24-000036,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,4,436.99,0.03
67,CH-7_1-2025-04-24-000037,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,5,72.99,0.05
68,CH-7_1-2025-04-24-000037,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,1,1499.99,0.0
69,CH-7_1-2025-04-24-000037,"Биопродукт кефирный БИОБАЛАНС 1%, без змж, 930г",Молочные продукты,2,122.99,0.0
70,CH-7_1-2025-04-24-000038,"Ветчина из окорока PREMIUM CLUB нарезка, 170г",Колбаса и сосиски,5,225.99,0.05
71,CH-7_1-2025-04-24-000038,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,3,72.99,0.03
72,CH-7_1-2025-04-24-000038,"Водка FINLANDIA 40%, 0.7л",Алкоголь,4,1449.99,0.03
73,CH-7_1-2025-04-24-000038,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,3,72.99,0.03
74,CH-7_1-2025-04-24-000039,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,4,999.99,0.03
75,CH-7_1-2025-04-24-000040,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,4,124.99,0.03
76,CH-7_1-2025-04-24-000040,"Кольцо песочное ДАРНИЦА, классическое с обжаренным арахисом, 80г",Хлеб и выпечка,1,50.99,0.0
77,CH-7_1-2025-04-24-000041,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,3,999.99,0.03
78,CH-7_1-2025-04-24-000041,"Огурцы Луховицкие, 450г",Овощи и фрукты,3,280.99,0.03
79,CH-7_1-2025-04-24-000042,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,5,298.99,0.05
80,CH-7_1-2025-04-24-000042,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,1,124.99,0.0
81,CH-7_1-2025-04-24-000042,"Водка FINLANDIA 40%, 0.7л",Алкоголь,4,1449.99,0.03
82,CH-7_1-2025-04-24-000042,"Сыр твердый ВЕЛИКИЕ ЛУКИ Parmesan 40%, 3 месяца, без змж, 180г",Сыры,3,271.99,0.03
83,CH-7_1-2025-04-24-000043,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,2,331.99,0.0
84,CH-7_1-2025-04-24-000044,"Молоко пастеризованное ПРОСТОКВАШИНО 2,5%, без змж, 930мл",Молочные продукты,4,97.99,0.03
85,CH-7_1-2025-04-24-000044,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,1,298.99,0.0
86,CH-7_1-2025-04-24-000044,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,5,72.99,0.05
87,CH-7_1-2025-04-24-000045,"Масло сливочное СЕЛО ЗЕЛЕНОЕ 82.5%, без змж, 175г",Молочные продукты,3,292.99,0.03
88,CH-7_1-2025-04-24-000046,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,5,72.99,0.05
89,CH-7_1-2025-04-24-000046,"Биопродукт кефирный БИОБАЛАНС 1%, без змж, 930г",Молочные продукты,3,122.99,0.03
90,CH-7_1-2025-04-24-000047,"Сосиски ОКРАИНА Венские, 380г",Колбаса и сосиски,5,519.99,0.05
91,CH-7_1-2025-04-24-000048,"Редис, 500г",Овощи и фрукты,2,199.99,0.0
92,CH-7_1-2025-04-24-000049,"Масло сливочное СЕЛО ЗЕЛЕНОЕ 82.5%, без змж, 175г",Молочные продукты,2,292.99,0.0
93,CH-7_1-2025-04-24-000049,"Колбаса сыровяленая CASADEMONT Сальчичон Монтанья Экстра, 250г",Колбаса и сосиски,5,656.99,0.05
94,CH-7_1-2025-04-24-000050,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,2,124.99,0.0
95,CH-7_1-2025-04-24-000051,"Коньяк САРАДЖИШВИЛИ ХО Грузинский марочный старый КС 10 лет 40%, п/у, 0.5л",Алкоголь,2,4499.9,0.0
96,CH-7_1-2025-04-24-000052,"Сыр творожный BONFESTO Кремчиз 70%, без змж, 400г",Сыры,5,308.99,0.05
97,CH-7_1-2025-04-24-000053,"Сыр творожный BONFESTO Кремчиз 70%, без змж, 400г",Сыры,5,308.99,0.05
98,CH-7_1-2025-04-24-000053,"Сыр твердый ВЕЛИКИЕ ЛУКИ Parmesan 40%, 3 месяца, без змж, 180г",Сыры,3,271.99,0.03
99,CH-7_1-2025-04-24-000054,"Сыр твердый ВЕЛИКИЕ ЛУКИ Parmesan 40%, 3 месяца, без змж, 180г",Сыры,1,271.99,0.0
100,CH-7_1-2025-04-24-000054,"Вино J.P.CHENET Делишес Медиум Свит красное полусладкое, 0.75л",Алкоголь,1,999.99,0.0
101,CH-7_1-2025-04-24-000054,"Лаваш РИЖСКИЙ ХЛЕБ Армянский ручной работы, 300г",Хлеб и выпечка,1,73.99,0.0
102,CH-7_1-2025-04-24-000055,"Хлебец АРНАУТ Ленинградский, 280г",Хлеб и выпечка,1,108.99,0.0
103,CH-7_1-2025-04-24-000056,"Водка FINLANDIA 40%, 0.7л",Алкоголь,2,1449.99,0.0
104,CH-7_1-2025-04-24-000057,"Редис, 500г",Овощи и фрукты,5,199.99,0.05
105,CH-7_1-2025-04-24-000057,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,5,298.99,0.05
106,CH-7_1-2025-04-24-000057,"Вино игристое MARTINI Asti белое сладкое, 0.75л",Алкоголь,4,1499.99,0.03
107,CH-7_1-2025-04-24-000058,"Сало БАХРУШИНЪ с гималайской солью, 280г",Колбаса и сосиски,5,436.99,0.05
108,CH-7_1-2025-04-24-000058,"Хлебец АРНАУТ Ленинградский, 280г",Хлеб и выпечка,2,108.99,0.0
109,CH-7_1-2025-04-24-000058,"Колбаса вареная ДЫМОВ Докторская ГОСТ, 500г",Колбаса и сосиски,3,335.99,0.03
110,CH-7_1-2025-04-24-000058,"Хлеб заварной ХЛЕБНЫЙ ДОМ Заквасный без хлебопекарных дрожжей в упаковке, в нарезке, 350г",Хлеб и выпечка,1,72.99,0.0
111,CH-7_1-2025-04-24-000059,"Томаты черри ВАУ круглые красные, 200г",Овощи и фрукты,2,252.99,0.0
112,CH-7_1-2025-04-24-000060,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,2,124.99,0.0
113,CH-7_1-2025-04-24-000060,"Сыр из козьего молока БЕЛОЕ ЗОЛОТО Грана Кози Леварден 50%, без змж, 150г",Сыры,4,417.99,0.03
114,CH-7_1-2025-04-24-000061,"Сыр DORBLU с голубой плесенью 50%, без змж, 100г",Сыры,1,331.99,0.0
115,CH-7_1-2025-04-24-000062,"Сосиски ОКРАИНА Венские, 380г",Колбаса и сосиски,5,519.99,0.05
116,CH-7_1-2025-04-24-000062,"Редис, 500г",Овощи и фрукты,4,199.99,0.03
117,CH-7_1-2025-04-24-000062,"Сыр твердый ВЕЛИКИЕ ЛУКИ Parmesan 40%, 3 месяца, без змж, 180г",Сыры,5,271.99,0.05
118,CH-7_1-2025-04-24-000063,"Сыр из козьего молока БЕЛОЕ ЗОЛОТО Грана Кози Леварден 50%, без змж, 150г",Сыры,3,417.99,0.03
119,CH-7_1-2025-04-24-000063,"Сметана МЗ Пискаревский 15%, безмж, 450г",Молочные продукты,2,124.99,0.0
120,CH-7_1-2025-04-24-000064,"Сыр твердый ВЕЛИКИЕ ЛУКИ Parmesan 40%, 3 месяца, без змж, 180г",Сыры,1,271.99,0.0
121,CH-7_1-2025-04-24-000065,"Огурцы Луховицкие, 450г",Овощи и фрукты,1,280.99,0.0
122,CH-7_1-2025-04-24-000065,"Томаты сливовидные ФЛАМЕНКО, 450г",Овощи и фрукты,4,298.99,0.03
123,CH-7_1-2025-04-24-000065,"Сосиски ОКРАИНА Венские, 380г",Колбаса и сосиски,2,519.99,0.0
124,CH-7_1-2025-04-24-000066,"Перец микс, 2шт",Овощи и фрукты,3,151.99,0.03
125,CH-7_1-2025-04-24-000067,"Огурцы Луховицкие, 450г",Овощи и фрукты,5,280.99,0.05
126,CH-7_1-2025-04-24-000068,"Творог СВЕЖЕЕ ЗАВТРА 5%, без змж, 200г",Молочные продукты,4,108.99,0.03
